ortologus_row,start_codons,ATG,GTG,TTG,uniformity,Species,Genes,Alg.-Conn.,S_ruber0.fasta,S_ruber1.fasta,S_ruber2.fasta,S_ruber3.fasta,S_ruber4.fasta,S_ruber5.fasta,S_ruber6.fasta,S_ruber7.fasta,cog,organism
2150,"['GTG', 'ATG', 'ATG', 'GTG', 'GTG', 'ATG', 'GTG', 'ATG']",4.0,4.0,0.0,different,8,8,@504213862:0.911,BJLFMBCO_02302_S_ruber0_5,GNNGOPDE_02469_S_ruber1_3,DFALBHKG_02335_S_ruber2_4,NHIKOAIL_02360_S_ruber3_5,KFBDFGIE_02440_S_ruber4_1,MENLLFMI_02395_S_ruber5_1,FBNFPFMN_02393_S_ruber6_2,HOOJEANF_02331_S_ruber7_2,absent,S_ruber
2151,"['ATG', 'ATG', 'ATG', 'ATG', 'ATG', 'ATG', 'ATG', 'ATG']",8.0,0.0,0.0,same,8,8,@508066042:0.943,BJLFMBCO_00499_S_ruber0_5,GNNGOPDE_00568_S_ruber1_3,DFALBHKG_00490_S_ruber2_4,NHIKOAIL_00479_S_ruber3_5,KFBDFGIE_00435_S_ruber4_1,MENLLFMI_00502_S_ruber5_1,FBNFPFMN_00477_S_ruber6_2,HOOJEANF_00455_S_ruber7_2,absent,S_ruber
2152,"['GTG', 'GTG', 'GTG', 'GTG', 'GTG', 'GTG', 'GTG', 'GTG']",0.0,8.0,0.0,same,8,8,@508660466:0.949,BJLFMBCO_00135_S_ruber0_5,GNNGOPDE_00155_S_ruber1_3,DFALBHKG_00140_S_ruber2_4,NHIKOAIL_00147_S_ruber3_5,KFBDFGIE_00146_S_ruber4_1,MENLLFMI_00154_S_ruber5_1,FBNFPFMN_00148_S_ruber6_2,HOOJEANF_00141_S_ruber7_2,absent,S_ruber
2153,"['GTG', 'GTG', 'GTG', 'GTG', 'GTG', 'GTG', 'GTG', 'GTG']",0.0,8.0,0.0,same,8,8,@509077208:0.944,BJLFMBCO_01629_S_ruber0_5,GNNGOPDE_01756_S_ruber1_3,DFALBHKG_01622_S_ruber2_4,NHIKOAIL_01674_S_ruber3_5,KFBDFGIE_01591_S_ruber4_1,MENLLFMI_01679_S_ruber5_1,FBNFPFMN_01709_S_ruber6_2,HOOJEANF_01655_S_ruber7_2,absent,S_ruber
2154,"['ATG', 'ATG', 'ATG', 'ATG', 'ATG', 'ATG', 'ATG', 'ATG']",8.0,0.0,0.0,same,8,8,@50985634:0.962,BJLFMBCO_00110_S_ruber0_5,GNNGOPDE_00116_S_ruber1_3,DFALBHKG_00114_S_ruber2_4,NHIKOAIL_00109_S_ruber3_5,KFBDFGIE_00114_S_ruber4_1,MENLLFMI_00127_S_ruber5_1,FBNFPFMN_00110_S_ruber6_2,HOOJEANF_00114_S_ruber7_2,COG1704,S_ruber
2155,"['ATG', 'ATG', 'ATG', 'ATG', 'ATG', 'ATG', 'ATG', 'ATG']",8.0,0.0,0.0,same,8,8,@513755326:0.968,BJLFMBCO_01771_S_ruber0_5,GNNGOPDE_01904_S_ruber1_3,DFALBHKG_01776_S_ruber2_4,NHIKOAIL_01818_S_ruber3_5,KFBDFGIE_01751_S_ruber4_1,MENLLFMI_01823_S_ruber5_1,FBNFPFMN_01851_S_ruber6_2,HOOJEANF_01797_S_ruber7_2,absent,S_ruber
2156,"['ATG', 'ATG', 'ATG', 'ATG', 'ATG', 'ATG', 'ATG', 'ATG']",8.0,0.0,0.0,same,8,8,@524096788:0.966,BJLFMBCO_00575_S_ruber0_5,GNNGOPDE_00645_S_ruber1_3,DFALBHKG_00566_S_ruber2_4,NHIKOAIL_00557_S_ruber3_5,KFBDFGIE_00511_S_ruber4_1,MENLLFMI_00577_S_ruber5_1,FBNFPFMN_00552_S_ruber6_2,HOOJEANF_00531_S_ruber7_2,COG0479,S_ruber
2157,"['ATG', 'ATG', 'ATG', 'ATG', 'ATG', 'ATG', 'ATG', 'ATG']",8.0,0.0,0.0,same,8,8,@529589614:0.958,BJLFMBCO_00768_S_ruber0_5,GNNGOPDE_00890_S_ruber1_3,DFALBHKG_00755_S_ruber2_4,NHIKOAIL_00800_S_ruber3_5,KFBDFGIE_00717_S_ruber4_1,MENLLFMI_00802_S_ruber5_1,FBNFPFMN_00837_S_ruber6_2,HOOJEANF_00755_S_ruber7_2,COG0460,S_ruber
2158,"['ATG', 'ATG', 'ATG', 'ATG', 'ATG', 'ATG', 'ATG', 'ATG']",8.0,0.0,0.0,same,8,8,@530004822:0.965,BJLFMBCO_02730_S_ruber0_5,GNNGOPDE_03001_S_ruber1_3,DFALBHKG_02784_S_ruber2_4,NHIKOAIL_02900_S_ruber3_5,KFBDFGIE_02874_S_ruber4_1,MENLLFMI_02831_S_ruber5_1,FBNFPFMN_02827_S_ruber6_2,HOOJEANF_02767_S_ruber7_2,COG1868,S_ruber
2159,"['GTG', 'GTG', 'GTG', 'GTG', 'GTG', 'GTG', 'GTG', 'GTG']",0.0,8.0,0.0,same,8,8,@533867726:0.958,BJLFMBCO_02699_S_ruber0_5,GNNGOPDE_02970_S_ruber1_3,DFALBHKG_02751_S_ruber2_4,NHIKOAIL_02869_S_ruber3_5,KFBDFGIE_02842_S_ruber4_1,MENLLFMI_02800_S_ruber5_1,FBNFPFMN_02796_S_ruber6_2,HOOJEANF_02736_S_ruber7_2,absent,S_ruber
2160,"['ATG', 'ATG', 'ATG', 'ATG', 'ATG', 'ATG', 'ATG', 'ATG']",8.0,0.0,0.0,same,8,8,@535242944:0.849,BJLFMBCO_02861_S_ruber0_5,GNNGOPDE_03138_S_ruber1_3,DFALBHKG_02913_S_ruber2_4,NHIKOAIL_03035_S_ruber3_5,KFBDFGIE_03008_S_ruber4_1,MENLLFMI_02964_S_ruber5_1,FBNFPFMN_02962_S_ruber6_2,HOOJEANF_02906_S_ruber7_2,COG4558,S_ruber
2161,"['ATG', 'ATG', 'ATG', 'ATG', 'ATG', 'ATG', 'ATG', 'ATG']",8.0,0.0,0.0,same,8,8,@538454064:0.965,BJLFMBCO_01283_S_ruber0_5,GNNGOPDE_01405_S_ruber1_3,DFALBHKG_01276_S_ruber2_4,NHIKOAIL_01322_S_ruber3_5,KFBDFGIE_01238_S_ruber4_1,MENLLFMI_01328_S_ruber5_1,FBNFPFMN_01357_S_ruber6_2,HOOJEANF_01307_S_ruber7_2,absent,S_ruber
2162,"['ATG', 'ATG', 'ATG', 'ATG', 'ATG', 'ATG', 'ATG', 'ATG']",8.0,0.0,0.0,same,8,8,@53908908:0.845,BJLFMBCO_02818_S_ruber0_5,GNNGOPDE_03093_S_ruber1_3,DFALBHKG_02871_S_ruber2_4,NHIKOAIL_02992_S_ruber3_5,KFBDFGIE_02965_S_ruber4_1,MENLLFMI_02922_S_ruber5_1,FBNFPFMN_02920_S_ruber6_2,HOOJEANF_02861_S_ruber7_2,absent,S_ruber
2163,"['ATG', 'ATG', 'ATG', 'ATG', 'ATG', 'ATG', 'ATG', 'ATG']",8.0,0.0,0.0,same,8,8,@54287816:0.971,BJLFMBCO_00762_S_ruber0_5,GNNGOPDE_00884_S_ruber1_3,DFALBHKG_00749_S_ruber2_4,NHIKOAIL_00794_S_ruber3_5,KFBDFGIE_00711_S_ruber4_1,MENLLFMI_00796_S_ruber5_1,FBNFPFMN_00831_S_ruber6_2,HOOJEANF_00749_S_ruber7_2,COG2908,S_ruber
2164,"['ATG', 'ATG', 'ATG', 'ATG', 'ATG', 'ATG', 'ATG', 'ATG']",8.0,0.0,0.0,same,8,8,@545375218:0.963,BJLFMBCO_01592_S_ruber0_5,GNNGOPDE_01719_S_ruber1_3,DFALBHKG_01585_S_ruber2_4,NHIKOAIL_01637_S_ruber3_5,KFBDFGIE_01554_S_ruber4_1,MENLLFMI_01639_S_ruber5_1,FBNFPFMN_01672_S_ruber6_2,HOOJEANF_01618_S_ruber7_2,COG0516,S_ruber
2165,"['ATG', 'ATG', 'ATG', 'ATG', 'ATG', 'ATG', 'ATG', 'ATG']",8.0,0.0,0.0,same,8,8,@545897628:0.968,BJLFMBCO_01781_S_ruber0_5,GNNGOPDE_01914_S_ruber1_3,DFALBHKG_01786_S_ruber2_4,NHIKOAIL_01828_S_ruber3_5,KFBDFGIE_01761_S_ruber4_1,MENLLFMI_01833_S_ruber5_1,FBNFPFMN_01861_S_ruber6_2,HOOJEANF_01807_S_ruber7_2,absent,S_ruber
2166,"['ATG', 'ATG', 'ATG', 'ATG', 'ATG', 'ATG', 'ATG', 'ATG']",8.0,0.0,0.0,same,8,8,@546029752:0.923,BJLFMBCO_00729_S_ruber0_5,GNNGOPDE_00849_S_ruber1_3,DFALBHKG_00715_S_ruber2_4,NHIKOAIL_00760_S_ruber3_5,KFBDFGIE_00676_S_ruber4_1,MENLLFMI_00762_S_ruber5_1,FBNFPFMN_00797_S_ruber6_2,HOOJEANF_00716_S_ruber7_2,absent,S_ruber
2167,"['ATG', 'ATG', 'ATG', 'ATG', 'ATG', 'ATG', 'ATG', 'ATG']",8.0,0.0,0.0,same,8,8,@550120102:0.96,BJLFMBCO_02595_S_ruber0_5,GNNGOPDE_02866_S_ruber1_3,DFALBHKG_02640_S_ruber2_4,NHIKOAIL_02765_S_ruber3_5,KFBDFGIE_02740_S_ruber4_1,MENLLFMI_02698_S_ruber5_1,FBNFPFMN_02691_S_ruber6_2,HOOJEANF_02633_S_ruber7_2,absent,S_ruber
2168,"['ATG', 'ATG', 'ATG', 'ATG', 'ATG', 'ATG', 'ATG', 'ATG']",8.0,0.0,0.0,same,8,8,@550185970:0.963,BJLFMBCO_02922_S_ruber0_5,GNNGOPDE_03200_S_ruber1_3,DFALBHKG_02977_S_ruber2_4,NHIKOAIL_03097_S_ruber3_5,KFBDFGIE_03065_S_ruber4_1,MENLLFMI_03026_S_ruber5_1,FBNFPFMN_03025_S_ruber6_2,HOOJEANF_02968_S_ruber7_2,absent,S_ruber
2169,"['GTG', 'GTG', 'GTG', 'GTG', 'GTG', 'GTG', 'GTG', 'GTG']",0.0,8.0,0.0,same,8,8,@552248974:0.964,BJLFMBCO_01604_S_ruber0_5,GNNGOPDE_01731_S_ruber1_3,DFALBHKG_01597_S_ruber2_4,NHIKOAIL_01649_S_ruber3_5,KFBDFGIE_01566_S_ruber4_1,MENLLFMI_01652_S_ruber5_1,FBNFPFMN_01684_S_ruber6_2,HOOJEANF_01630_S_ruber7_2,absent,S_ruber
2170,"['ATG', 'ATG', 'ATG', 'ATG', 'ATG', 'ATG', 'ATG', 'ATG']",8.0,0.0,0.0,same,8,8,@552332144:0.959,BJLFMBCO_02357_S_ruber0_5,GNNGOPDE_02531_S_ruber1_3,DFALBHKG_02403_S_ruber2_4,NHIKOAIL_02422_S_ruber3_5,KFBDFGIE_02505_S_ruber4_1,MENLLFMI_02459_S_ruber5_1,FBNFPFMN_02457_S_ruber6_2,HOOJEANF_02394_S_ruber7_2,absent,S_ruber
2171,"['ATG', 'ATG', 'ATG', 'ATG', 'ATG', 'ATG', 'ATG', 'ATG']",8.0,0.0,0.0,same,8,8,@554268444:0.966,BJLFMBCO_02967_S_ruber0_5,GNNGOPDE_03247_S_ruber1_3,DFALBHKG_03025_S_ruber2_4,NHIKOAIL_03145_S_ruber3_5,KFBDFGIE_03112_S_ruber4_1,MENLLFMI_03076_S_ruber5_1,FBNFPFMN_03073_S_ruber6_2,HOOJEANF_03017_S_ruber7_2,absent,S_ruber
2172,"['ATG', 'ATG', 'ATG', 'ATG', 'ATG', 'ATG', 'ATG', 'ATG']",8.0,0.0,0.0,same,8,8,@554784922:0.962,BJLFMBCO_02084_S_ruber0_5,GNNGOPDE_02239_S_ruber1_3,DFALBHKG_02099_S_ruber2_4,NHIKOAIL_02134_S_ruber3_5,KFBDFGIE_02069_S_ruber4_1,MENLLFMI_02161_S_ruber5_1,FBNFPFMN_02173_S_ruber6_2,HOOJEANF_02107_S_ruber7_2,absent,S_ruber
2173,"['ATG', 'ATG', 'ATG', 'ATG', 'ATG', 'ATG', 'ATG', 'ATG']",8.0,0.0,0.0,same,8,8,@555210878:0.968,BJLFMBCO_00626_S_ruber0_5,GNNGOPDE_00696_S_ruber1_3,DFALBHKG_00617_S_ruber2_4,NHIKOAIL_00609_S_ruber3_5,KFBDFGIE_00564_S_ruber4_1,MENLLFMI_00628_S_ruber5_1,FBNFPFMN_00604_S_ruber6_2,HOOJEANF_00582_S_ruber7_2,COG1972,S_ruber
2174,"['ATG', 'ATG', 'ATG', 'ATG', 'ATG', 'ATG', 'ATG', 'ATG']",8.0,0.0,0.0,same,8,8,@555834358:0.962,BJLFMBCO_02970_S_ruber0_5,GNNGOPDE_03252_S_ruber1_3,DFALBHKG_03031_S_ruber2_4,NHIKOAIL_03148_S_ruber3_5,KFBDFGIE_03118_S_ruber4_1,MENLLFMI_03079_S_ruber5_1,FBNFPFMN_03076_S_ruber6_2,HOOJEANF_03020_S_ruber7_2,COG1132,S_ruber
2175,"['ATG', 'ATG', 'ATG', 'ATG', 'ATG', 'ATG', 'ATG', 'TTG']",7.0,0.0,1.0,different,8,8,@555882482:0.882,BJLFMBCO_00914_S_ruber0_5,GNNGOPDE_01042_S_ruber1_3,DFALBHKG_00904_S_ruber2_4,NHIKOAIL_00954_S_ruber3_5,KFBDFGIE_00870_S_ruber4_1,MENLLFMI_00955_S_ruber5_1,FBNFPFMN_00987_S_ruber6_2,HOOJEANF_00906_S_ruber7_2,absent,S_ruber
2176,"['ATG', 'ATG', 'ATG', 'ATG', 'ATG', 'ATG', 'ATG', 'ATG']",8.0,0.0,0.0,same,8,8,@558590864:0.956,BJLFMBCO_02396_S_ruber0_5,GNNGOPDE_02565_S_ruber1_3,DFALBHKG_02442_S_ruber2_4,NHIKOAIL_02464_S_ruber3_5,KFBDFGIE_02545_S_ruber4_1,MENLLFMI_02498_S_ruber5_1,FBNFPFMN_02496_S_ruber6_2,HOOJEANF_02433_S_ruber7_2,COG0569,S_ruber
2177,"['ATG', 'ATG', 'ATG', 'ATG', 'ATG', 'ATG', 'ATG', 'ATG']",8.0,0.0,0.0,same,8,8,@559902488:0.962,BJLFMBCO_00605_S_ruber0_5,GNNGOPDE_00675_S_ruber1_3,DFALBHKG_00596_S_ruber2_4,NHIKOAIL_00587_S_ruber3_5,KFBDFGIE_00543_S_ruber4_1,MENLLFMI_00607_S_ruber5_1,FBNFPFMN_00583_S_ruber6_2,HOOJEANF_00561_S_ruber7_2,COG1475,S_ruber
2178,"['ATG', 'ATG', 'ATG', 'ATG', 'ATG', 'ATG', 'ATG', 'ATG']",8.0,0.0,0.0,same,8,8,@561388044:0.959,BJLFMBCO_01028_S_ruber0_5,GNNGOPDE_01154_S_ruber1_3,DFALBHKG_01023_S_ruber2_4,NHIKOAIL_01071_S_ruber3_5,KFBDFGIE_00984_S_ruber4_1,MENLLFMI_01069_S_ruber5_1,FBNFPFMN_01102_S_ruber6_2,HOOJEANF_01017_S_ruber7_2,COG0231,S_ruber
2179,"['ATG', 'ATG', 'ATG', 'ATG', 'ATG', 'ATG', 'ATG', 'ATG']",8.0,0.0,0.0,same,8,8,@562358548:0.951,BJLFMBCO_00498_S_ruber0_5,GNNGOPDE_00567_S_ruber1_3,DFALBHKG_00489_S_ruber2_4,NHIKOAIL_00478_S_ruber3_5,KFBDFGIE_00434_S_ruber4_1,MENLLFMI_00501_S_ruber5_1,FBNFPFMN_00476_S_ruber6_2,HOOJEANF_00454_S_ruber7_2,absent,S_ruber
2180,"['ATG', 'ATG', 'ATG', 'ATG', 'ATG', 'ATG', 'ATG', 'ATG']",8.0,0.0,0.0,same,8,8,@562466702:0.912,BJLFMBCO_00108_S_ruber0_5,GNNGOPDE_00109_S_ruber1_3,DFALBHKG_00112_S_ruber2_4,NHIKOAIL_00107_S_ruber3_5,KFBDFGIE_00107_S_ruber4_1,MENLLFMI_00120_S_ruber5_1,FBNFPFMN_00108_S_ruber6_2,HOOJEANF_00107_S_ruber7_2,absent,S_ruber
2181,"['ATG', 'ATG', 'ATG', 'ATG', 'ATG', 'ATG', 'ATG', 'ATG']",8.0,0.0,0.0,same,8,8,@563715766:0.972,BJLFMBCO_02545_S_ruber0_5,GNNGOPDE_02817_S_ruber1_3,DFALBHKG_02592_S_ruber2_4,NHIKOAIL_02718_S_ruber3_5,KFBDFGIE_02697_S_ruber4_1,MENLLFMI_02650_S_ruber5_1,FBNFPFMN_02644_S_ruber6_2,HOOJEANF_02589_S_ruber7_2,absent,S_ruber
2182,"['ATG', 'ATG', 'ATG', 'ATG', 'ATG', 'ATG', 'ATG', 'ATG']",8.0,0.0,0.0,same,8,8,@568732194:0.944,BJLFMBCO_01328_S_ruber0_5,GNNGOPDE_01451_S_ruber1_3,DFALBHKG_01323_S_ruber2_4,NHIKOAIL_01367_S_ruber3_5,KFBDFGIE_01287_S_ruber4_1,MENLLFMI_01374_S_ruber5_1,FBNFPFMN_01404_S_ruber6_2,HOOJEANF_01352_S_ruber7_2,absent,S_ruber
2183,"['GTG', 'GTG', 'GTG', 'GTG', 'GTG', 'GTG', 'GTG', 'ATG']",1.0,7.0,0.0,different,8,8,@568787788:0.921,BJLFMBCO_01322_S_ruber0_5,GNNGOPDE_01444_S_ruber1_3,DFALBHKG_01317_S_ruber2_4,NHIKOAIL_01361_S_ruber3_5,KFBDFGIE_01277_S_ruber4_1,MENLLFMI_01367_S_ruber5_1,FBNFPFMN_01398_S_ruber6_2,HOOJEANF_01346_S_ruber7_2,COG0076,S_ruber
2184,"['ATG', 'ATG', 'ATG', 'ATG', 'ATG', 'ATG', 'ATG', 'ATG']",8.0,0.0,0.0,same,8,8,@568973118:0.896,BJLFMBCO_02747_S_ruber0_5,GNNGOPDE_03018_S_ruber1_3,DFALBHKG_02801_S_ruber2_4,NHIKOAIL_02917_S_ruber3_5,KFBDFGIE_02891_S_ruber4_1,MENLLFMI_02848_S_ruber5_1,FBNFPFMN_02844_S_ruber6_2,HOOJEANF_02784_S_ruber7_2,absent,S_ruber
2185,"['ATG', 'ATG', 'ATG', 'ATG', 'ATG', 'ATG', 'ATG', 'ATG']",8.0,0.0,0.0,same,8,8,@56953454:0.926,BJLFMBCO_00377_S_ruber0_5,GNNGOPDE_00445_S_ruber1_3,DFALBHKG_00370_S_ruber2_4,NHIKOAIL_00356_S_ruber3_5,KFBDFGIE_00314_S_ruber4_1,MENLLFMI_00378_S_ruber5_1,FBNFPFMN_00359_S_ruber6_2,HOOJEANF_00332_S_ruber7_2,COG1137,S_ruber
2186,"['ATG', 'ATG', 'ATG', 'ATG', 'ATG', 'ATG', 'ATG', 'ATG']",8.0,0.0,0.0,same,8,8,@570044854:0.967,BJLFMBCO_02030_S_ruber0_5,GNNGOPDE_02178_S_ruber1_3,DFALBHKG_02043_S_ruber2_4,NHIKOAIL_02078_S_ruber3_5,KFBDFGIE_02011_S_ruber4_1,MENLLFMI_02105_S_ruber5_1,FBNFPFMN_02115_S_ruber6_2,HOOJEANF_02050_S_ruber7_2,COG1830,S_ruber
2187,"['ATG', 'ATG', 'ATG', 'ATG', 'ATG', 'ATG', 'ATG', 'ATG']",8.0,0.0,0.0,same,8,8,@570333898:0.962,BJLFMBCO_01182_S_ruber0_5,GNNGOPDE_01303_S_ruber1_3,DFALBHKG_01172_S_ruber2_4,NHIKOAIL_01219_S_ruber3_5,KFBDFGIE_01138_S_ruber4_1,MENLLFMI_01217_S_ruber5_1,FBNFPFMN_01252_S_ruber6_2,HOOJEANF_01166_S_ruber7_2,absent,S_ruber
2188,"['ATG', 'ATG', 'ATG', 'ATG', 'ATG', 'ATG', 'ATG', 'ATG']",8.0,0.0,0.0,same,8,8,@57072692:0.968,BJLFMBCO_01783_S_ruber0_5,GNNGOPDE_01916_S_ruber1_3,DFALBHKG_01788_S_ruber2_4,NHIKOAIL_01830_S_ruber3_5,KFBDFGIE_01763_S_ruber4_1,MENLLFMI_01835_S_ruber5_1,FBNFPFMN_01863_S_ruber6_2,HOOJEANF_01809_S_ruber7_2,absent,S_ruber
2189,"['ATG', 'ATG', 'ATG', 'ATG', 'ATG', 'ATG', 'ATG', 'ATG']",8.0,0.0,0.0,same,8,8,@571998130:0.966,BJLFMBCO_00041_S_ruber0_5,GNNGOPDE_00041_S_ruber1_3,DFALBHKG_00042_S_ruber2_4,NHIKOAIL_00042_S_ruber3_5,KFBDFGIE_00041_S_ruber4_1,MENLLFMI_00041_S_ruber5_1,FBNFPFMN_00042_S_ruber6_2,HOOJEANF_00041_S_ruber7_2,COG0416,S_ruber
2190,"['ATG', 'ATG', 'ATG', 'ATG', 'ATG', 'ATG', 'ATG', 'ATG']",8.0,0.0,0.0,same,8,8,@573486732:0.969,BJLFMBCO_02496_S_ruber0_5,GNNGOPDE_02767_S_ruber1_3,DFALBHKG_02543_S_ruber2_4,NHIKOAIL_02667_S_ruber3_5,KFBDFGIE_02646_S_ruber4_1,MENLLFMI_02599_S_ruber5_1,FBNFPFMN_02596_S_ruber6_2,HOOJEANF_02537_S_ruber7_2,COG0109,S_ruber
2191,"['ATG', 'ATG', 'ATG', 'ATG', 'ATG', 'ATG', 'ATG', 'ATG']",8.0,0.0,0.0,same,8,8,@573646452:0.844,BJLFMBCO_02168_S_ruber0_5,GNNGOPDE_02325_S_ruber1_3,DFALBHKG_02187_S_ruber2_4,NHIKOAIL_02215_S_ruber3_5,KFBDFGIE_02185_S_ruber4_1,MENLLFMI_02249_S_ruber5_1,FBNFPFMN_02249_S_ruber6_2,HOOJEANF_02186_S_ruber7_2,absent,S_ruber
2192,"['ATG', 'ATG', 'ATG', 'ATG', 'ATG', 'ATG', 'ATG', 'ATG']",8.0,0.0,0.0,same,8,8,@580409832:0.957,BJLFMBCO_00035_S_ruber0_5,GNNGOPDE_00035_S_ruber1_3,DFALBHKG_00036_S_ruber2_4,NHIKOAIL_00036_S_ruber3_5,KFBDFGIE_00035_S_ruber4_1,MENLLFMI_00035_S_ruber5_1,FBNFPFMN_00036_S_ruber6_2,HOOJEANF_00035_S_ruber7_2,COG0264,S_ruber
2193,"['ATG', 'ATG', 'ATG', 'ATG', 'ATG', 'ATG', 'ATG', 'ATG']",8.0,0.0,0.0,same,8,8,@580704012:0.967,BJLFMBCO_02193_S_ruber0_5,GNNGOPDE_02342_S_ruber1_3,DFALBHKG_02201_S_ruber2_4,NHIKOAIL_02232_S_ruber3_5,KFBDFGIE_02310_S_ruber4_1,MENLLFMI_02264_S_ruber5_1,FBNFPFMN_02264_S_ruber6_2,HOOJEANF_02201_S_ruber7_2,COG1321,S_ruber
2194,"['ATG', 'ATG', 'ATG', 'ATG', 'ATG', 'ATG', 'ATG', 'ATG']",8.0,0.0,0.0,same,8,8,@58231022:0.958,BJLFMBCO_02739_S_ruber0_5,GNNGOPDE_03010_S_ruber1_3,DFALBHKG_02793_S_ruber2_4,NHIKOAIL_02909_S_ruber3_5,KFBDFGIE_02883_S_ruber4_1,MENLLFMI_02840_S_ruber5_1,FBNFPFMN_02836_S_ruber6_2,HOOJEANF_02776_S_ruber7_2,absent,S_ruber
2195,"['ATG', 'ATG', 'ATG', 'ATG', 'ATG', 'ATG', 'ATG', 'ATG']",8.0,0.0,0.0,same,8,8,@584065708:0.96,BJLFMBCO_00844_S_ruber0_5,GNNGOPDE_00970_S_ruber1_3,DFALBHKG_00832_S_ruber2_4,NHIKOAIL_00880_S_ruber3_5,KFBDFGIE_00798_S_ruber4_1,MENLLFMI_00880_S_ruber5_1,FBNFPFMN_00915_S_ruber6_2,HOOJEANF_00836_S_ruber7_2,COG1473,S_ruber
2196,"['GTG', 'GTG', 'GTG', 'GTG', 'GTG', 'GTG', 'GTG', 'GTG']",0.0,8.0,0.0,same,8,8,@584479272:0.908,BJLFMBCO_01736_S_ruber0_5,GNNGOPDE_01867_S_ruber1_3,DFALBHKG_01738_S_ruber2_4,NHIKOAIL_01782_S_ruber3_5,KFBDFGIE_01716_S_ruber4_1,MENLLFMI_01786_S_ruber5_1,FBNFPFMN_01814_S_ruber6_2,HOOJEANF_01762_S_ruber7_2,absent,S_ruber
2197,"['ATG', 'ATG', 'ATG', 'ATG', 'ATG', 'ATG', 'ATG', 'ATG']",8.0,0.0,0.0,same,8,8,@586958162:0.782,BJLFMBCO_02215_S_ruber0_5,GNNGOPDE_02363_S_ruber1_3,DFALBHKG_02224_S_ruber2_4,NHIKOAIL_02252_S_ruber3_5,KFBDFGIE_02333_S_ruber4_1,MENLLFMI_02287_S_ruber5_1,FBNFPFMN_02287_S_ruber6_2,HOOJEANF_02224_S_ruber7_2,absent,S_ruber
2198,"['ATG', 'ATG', 'ATG', 'ATG', 'ATG', 'ATG', 'ATG', 'ATG']",8.0,0.0,0.0,same,8,8,@587939718:0.963,BJLFMBCO_01915_S_ruber0_5,GNNGOPDE_02055_S_ruber1_3,DFALBHKG_01927_S_ruber2_4,NHIKOAIL_01965_S_ruber3_5,KFBDFGIE_01897_S_ruber4_1,MENLLFMI_01967_S_ruber5_1,FBNFPFMN_02004_S_ruber6_2,HOOJEANF_01941_S_ruber7_2,absent,S_ruber
2199,"['ATG', 'ATG', 'ATG', 'ATG', 'ATG', 'ATG', 'ATG', 'ATG']",8.0,0.0,0.0,same,8,8,@588446768:0.964,BJLFMBCO_01683_S_ruber0_5,GNNGOPDE_01810_S_ruber1_3,DFALBHKG_01682_S_ruber2_4,NHIKOAIL_01727_S_ruber3_5,KFBDFGIE_01645_S_ruber4_1,MENLLFMI_01733_S_ruber5_1,FBNFPFMN_01760_S_ruber6_2,HOOJEANF_01709_S_ruber7_2,absent,S_ruber
2200,"['ATG', 'ATG', 'ATG', 'ATG', 'ATG', 'ATG', 'ATG', 'ATG']",8.0,0.0,0.0,same,8,8,@589277116:0.953,BJLFMBCO_01410_S_ruber0_5,GNNGOPDE_01534_S_ruber1_3,DFALBHKG_01406_S_ruber2_4,NHIKOAIL_01452_S_ruber3_5,KFBDFGIE_01371_S_ruber4_1,MENLLFMI_01457_S_ruber5_1,FBNFPFMN_01488_S_ruber6_2,HOOJEANF_01434_S_ruber7_2,absent,S_ruber
2201,"['ATG', 'ATG', 'ATG', 'ATG', 'ATG', 'ATG', 'ATG', 'ATG']",8.0,0.0,0.0,same,8,8,@597932022:0.948,BJLFMBCO_01496_S_ruber0_5,GNNGOPDE_01623_S_ruber1_3,DFALBHKG_01492_S_ruber2_4,NHIKOAIL_01540_S_ruber3_5,KFBDFGIE_01463_S_ruber4_1,MENLLFMI_01543_S_ruber5_1,FBNFPFMN_01575_S_ruber6_2,HOOJEANF_01523_S_ruber7_2,absent,S_ruber
2202,"['ATG', 'ATG', 'ATG', 'ATG', 'ATG', 'ATG', 'ATG', 'ATG']",8.0,0.0,0.0,same,8,8,@600085608:0.966,BJLFMBCO_01869_S_ruber0_5,GNNGOPDE_02009_S_ruber1_3,DFALBHKG_01881_S_ruber2_4,NHIKOAIL_01918_S_ruber3_5,KFBDFGIE_01849_S_ruber4_1,MENLLFMI_01921_S_ruber5_1,FBNFPFMN_01956_S_ruber6_2,HOOJEANF_01895_S_ruber7_2,COG0086,S_ruber
2203,"['ATG', 'ATG', 'ATG', 'ATG', 'ATG', 'ATG', 'ATG', 'ATG']",8.0,0.0,0.0,same,8,8,@601056710:0.964,BJLFMBCO_00137_S_ruber0_5,GNNGOPDE_00157_S_ruber1_3,DFALBHKG_00142_S_ruber2_4,NHIKOAIL_00149_S_ruber3_5,KFBDFGIE_00148_S_ruber4_1,MENLLFMI_00156_S_ruber5_1,FBNFPFMN_00150_S_ruber6_2,HOOJEANF_00143_S_ruber7_2,absent,S_ruber
